file,pinyin,tone,pinyin_tone
lai2_FV3_MP3.mp3,lai,2,lai2
diu1_MV1_MP3.mp3,diu,1,diu1
la1_FV1_MP3.mp3,la,1,la1
juan4_FV3_MP3.mp3,juan,4,juan4
bi3_MV3_MP3.mp3,bi,3,bi3
tui3_MV2_MP3.mp3,tui,3,tui3
nei2_MV1_MP3.mp3,nei,2,nei2
ken3_MV3_MP3.mp3,ken,3,ken3
bai3_FV1_MP3.mp3,bai,3,bai3
zuo4_MV3_MP3.mp3,zuo,4,zuo4
kan4_FV3_MP3.mp3,kan,4,kan4
gen1_FV3_MP3.mp3,gen,1,gen1
mu2_MV2_MP3.mp3,mu,2,mu2
ge4_FV3_MP3.mp3,ge,4,ge4
ben1_MV1_MP3.mp3,ben,1,ben1
nin4_FV2_MP3.mp3,nin,4,nin4
dian1_FV1_MP3.mp3,dian,1,dian1
wan3_FV1_MP3.mp3,wan,3,wan3
gu1_FV2_MP3.mp3,gu,1,gu1
hai3_MV2_MP3.mp3,hai,3,hai3
shai2_MV1_MP3.mp3,shai,2,shai2
chong3_FV3_MP3.mp3,chong,3,chong3
guan3_MV2_MP3.mp3,guan,3,guan3
gu3_FV2_MP3.mp3,gu,3,gu3
kuan3_MV1_MP3.mp3,kuan,3,kuan3
yan3_MV2_MP3.mp3,yan,3,yan3
zui3_MV1_MP3.mp3,zui,3,zui3
chi3_MV3_MP3.mp3,chi,3,chi3
tuo1_MV3_MP3.mp3,tuo,1,tuo1
tuo1_MV1_MP3.mp3,tuo,1,tuo1
lin2_FV2_MP3.mp3,lin,2,lin2
chao4_FV2_MP3.mp3,chao,4,chao4
hao1_FV2_MP3.mp3,hao,1,hao1
mao3_MV1_MP3.mp3,mao,3,mao3
hei2_FV2_MP3.mp3,hei,2,hei2
wo2_MV3_MP3.mp3,wo,2,wo2
san4_FV2_MP3.mp3,san,4,san4
zhen2_MV3_MP3.mp3,zhen,2,zhen2
sa3_FV3_MP3.mp3,sa,3,sa3
zhong4_FV1_MP3.mp3,zhong,4,zhong4
fan4_FV1_MP3.mp3,fan,4,fan4
bai3_FV2_MP3.mp3,bai,3,bai3
na2_MV1_MP3.mp3,na,2,na2
shuai3_MV1_MP3.mp3,shuai,3,shuai3
chou4_MV2_MP3.mp3,chou,4,chou4
keng1_FV3_MP3.mp3,keng,1,keng1
you3_FV2_MP3.mp3,you,3,you3
za4_MV2_MP3.mp3,za,4,za4
gai4_MV1_MP3.mp3,gai,4,gai4
shen3_FV1_MP3.mp3,shen,3,shen3
tong3_MV3_MP3.mp3,tong,3,tong3
se3_FV1_MP3.mp3,se,3,se3
zhi1_MV1_MP3.mp3,zhi,1,zhi1
rong1_FV1_MP3.mp3,rong,1,rong1
nang3_MV2_MP3.mp3,nang,3,nang3
ca4_MV1_MP3.mp3,ca,4,ca4
dai4_FV2_MP3.mp3,dai,4,dai4
qia1_FV2_MP3.mp3,qia,1,qia1
cai1_FV1_MP3.mp3,cai,1,cai1
beng1_FV3_MP3.mp3,beng,1,beng1
nong2_MV3_MP3.mp3,nong,2,nong2
guai4_FV3_MP3.mp3,guai,4,guai4
hun3_MV2_MP3.mp3,hun,3,hun3
er1_FV2_MP3.mp3,er,1,er1
neng4_MV2_MP3.mp3,neng,4,neng4
niu1_FV1_MP3.mp3,niu,1,niu1
rou1_MV3_MP3.mp3,rou,1,rou1
hang3_FV2_MP3.mp3,hang,3,hang3
sai2_MV1_MP3.mp3,sai,2,sai2
xu3_MV3_MP3.mp3,xu,3,xu3
chang3_MV2_MP3.mp3,chang,3,chang3
xuan1_FV1_MP3.mp3,xuan,1,xuan1
sang3_FV3_MP3.mp3,sang,3,sang3
rua4_MV3_MP3.mp3,rua,4,rua4
pao1_MV2_MP3.mp3,pao,1,pao1
ge4_MV2_MP3.mp3,ge,4,ge4
cha2_MV1_MP3.mp3,cha,2,cha2
dei3_FV2_MP3.mp3,dei,3,dei3
nei4_FV2_MP3.mp3,nei,4,nei4
tuo3_MV1_MP3.mp3,tuo,3,tuo3
an3_FV3_MP3.mp3,an,3,an3
ka4_FV3_MP3.mp3,ka,4,ka4
duan3_FV1_MP3.mp3,duan,3,duan3
meng2_MV3_MP3.mp3,meng,2,meng2
jin1_FV1_MP3.mp3,jin,1,jin1
mie4_MV1_MP3.mp3,mie,4,mie4
zou3_MV3_MP3.mp3,zou,3,zou3
lai3_MV1_MP3.mp3,lai,3,lai3
kao1_MV3_MP3.mp3,kao,1,kao1
chen2_MV1_MP3.mp3,chen,2,chen2
fu4_FV3_MP3.mp3,fu,4,fu4
ta2_FV1_MP3.mp3,ta,2,ta2
hen2_MV1_MP3.mp3,hen,2,hen2
rao4_MV1_MP3.mp3,rao,4,rao4
fan1_FV1_MP3.mp3,fan,1,fan1
feng2_MV1_MP3.mp3,feng,2,feng2
shu1_FV3_MP3.mp3,shu,1,shu1
zhao4_FV1_MP3.mp3,zhao,4,zhao4
rui3_FV2_MP3.mp3,rui,3,rui3
feng1_FV2_MP3.mp3,feng,1,feng1
xuan4_FV2_MP3.mp3,xuan,4,xuan4
fan3_MV2_MP3.mp3,fan,3,fan3
chan1_FV1_MP3.mp3,chan,1,chan1
nv3_MV2_MP3.mp3,nv,3,nv3
qing4_MV3_MP3.mp3,qing,4,qing4
ti1_FV3_MP3.mp3,ti,1,ti1
keng3_MV1_MP3.mp3,keng,3,keng3
tai1_MV1_MP3.mp3,tai,1,tai1
dan1_FV1_MP3.mp3,dan,1,dan1
bie1_FV1_MP3.mp3,bie,1,bie1
che1_FV2_MP3.mp3,che,1,che1
han2_MV2_MP3.mp3,han,2,han2
ding3_MV1_MP3.mp3,ding,3,ding3
shuai2_FV1_MP3.mp3,shuai,2,shuai2
du4_FV3_MP3.mp3,du,4,du4
ru2_MV1_MP3.mp3,ru,2,ru2
dang2_MV3_MP3.mp3,dang,2,dang2
nian3_FV1_MP3.mp3,nian,3,nian3
zhun4_MV2_MP3.mp3,zhun,4,zhun4
sha3_MV1_MP3.mp3,sha,3,sha3
sao4_FV2_MP3.mp3,sao,4,sao4
bo1_FV2_MP3.mp3,bo,1,bo1
rao1_MV1_MP3.mp3,rao,1,rao1
chui4_FV1_MP3.mp3,chui,4,chui4
duo3_FV3_MP3.mp3,duo,3,duo3
wan1_MV2_MP3.mp3,wan,1,wan1
can3_FV2_MP3.mp3,can,3,can3
yu1_FV3_MP3.mp3,yu,1,yu1
chai2_MV3_MP3.mp3,chai,2,chai2
tao2_FV3_MP3.mp3,tao,2,tao2
chun2_MV2_MP3.mp3,chun,2,chun2
hou4_MV3_MP3.mp3,hou,4,hou4
keng1_FV1_MP3.mp3,keng,1,keng1
shuo3_FV1_MP3.mp3,shuo,3,shuo3
shuang2_FV3_MP3.mp3,shuang,2,shuang2
e3_MV1_MP3.mp3,e,3,e3
ning4_FV3_MP3.mp3,ning,4,ning4
bao2_FV1_MP3.mp3,bao,2,bao2
nan2_FV3_MP3.mp3,nan,2,nan2
huan1_MV1_MP3.mp3,huan,1,huan1
shan3_MV3_MP3.mp3,shan,3,shan3
shen1_FV1_MP3.mp3,shen,1,shen1
ting2_FV1_MP3.mp3,ting,2,ting2
rang2_MV2_MP3.mp3,rang,2,rang2
zuan4_FV3_MP3.mp3,zuan,4,zuan4
ruan1_MV2_MP3.mp3,ruan,1,ruan1
sheng1_MV3_MP3.mp3,sheng,1,sheng1
diu1_FV1_MP3.mp3,diu,1,diu1
bo1_MV2_MP3.mp3,bo,1,bo1
sun2_MV2_MP3.mp3,sun,2,sun2
de2_MV2_MP3.mp3,de,2,de2
tu1_MV3_MP3.mp3,tu,1,tu1
cun3_FV3_MP3.mp3,cun,3,cun3
xun4_FV1_MP3.mp3,xun,4,xun4
hong4_MV1_MP3.mp3,hong,4,hong4
zhu1_FV2_MP3.mp3,zhu,1,zhu1
leng1_MV3_MP3.mp3,leng,1,leng1
nong4_MV2_MP3.mp3,nong,4,nong4
seng4_MV3_MP3.mp3,seng,4,seng4
yan1_MV3_MP3.mp3,yan,1,yan1
guang2_MV2_MP3.mp3,guang,2,guang2
yuan1_FV1_MP3.mp3,yuan,1,yuan1
gu1_MV3_MP3.mp3,gu,1,gu1
fang3_FV2_MP3.mp3,fang,3,fang3
kun3_MV1_MP3.mp3,kun,3,kun3
lian2_MV2_MP3.mp3,lian,2,lian2
nie2_FV2_MP3.mp3,nie,2,nie2
xiao1_FV3_MP3.mp3,xiao,1,xiao1
xiong3_FV2_MP3.mp3,xiong,3,xiong3
you2_FV2_MP3.mp3,you,2,you2
xia1_MV3_MP3.mp3,xia,1,xia1
shei3_FV1_MP3.mp3,shei,3,shei3
zhui4_FV1_MP3.mp3,zhui,4,zhui4
shun2_MV1_MP3.mp3,shun,2,shun2
xi3_FV2_MP3.mp3,xi,3,xi3
qi4_MV3_MP3.mp3,qi,4,qi4
sao4_MV1_MP3.mp3,sao,4,sao4
zhui1_MV3_MP3.mp3,zhui,1,zhui1
gao3_MV2_MP3.mp3,gao,3,gao3
zhang3_FV1_MP3.mp3,zhang,3,zhang3
shi1_MV3_MP3.mp3,shi,1,shi1
mian1_MV2_MP3.mp3,mian,1,mian1
qiu4_MV1_MP3.mp3,qiu,4,qiu4
an4_FV3_MP3.mp3,an,4,an4
sui1_MV3_MP3.mp3,sui,1,sui1
chuan4_MV3_MP3.mp3,chuan,4,chuan4
gan2_FV1_MP3.mp3,gan,2,gan2
shang2_MV1_MP3.mp3,shang,2,shang2
pao1_FV1_MP3.mp3,pao,1,pao1
me2_MV3_MP3.mp3,me,2,me2
zun3_FV1_MP3.mp3,zun,3,zun3
miao3_MV2_MP3.mp3,miao,3,miao3
suo4_FV3_MP3.mp3,suo,4,suo4
zhun1_MV1_MP3.mp3,zhun,1,zhun1
mo1_FV3_MP3.mp3,mo,1,mo1
suan1_MV3_MP3.mp3,suan,1,suan1
lang4_MV3_MP3.mp3,lang,4,lang4
zai4_MV1_MP3.mp3,zai,4,zai4
tun3_MV2_MP3.mp3,tun,3,tun3
liang2_MV3_MP3.mp3,liang,2,liang2
rao1_FV3_MP3.mp3,rao,1,rao1
zong3_MV3_MP3.mp3,zong,3,zong3
niao2_MV1_MP3.mp3,niao,2,niao2
zhong1_MV3_MP3.mp3,zhong,1,zhong1
rong3_MV1_MP3.mp3,rong,3,rong3
cang3_MV1_MP3.mp3,cang,3,cang3
nv1_MV2_MP3.mp3,nv,1,nv1
luo2_FV2_MP3.mp3,luo,2,luo2
xing4_MV2_MP3.mp3,xing,4,xing4
yong1_FV3_MP3.mp3,yong,1,yong1
cang1_MV2_MP3.mp3,cang,1,cang1
lang3_FV2_MP3.mp3,lang,3,lang3
nuan4_MV1_MP3.mp3,nuan,4,nuan4
ji1_FV2_MP3.mp3,ji,1,ji1
hun4_FV2_MP3.mp3,hun,4,hun4
ye4_FV1_MP3.mp3,ye,4,ye4
ya2_MV3_MP3.mp3,ya,2,ya2
jun3_MV2_MP3.mp3,jun,3,jun3
qi3_MV3_MP3.mp3,qi,3,qi3
jin3_MV3_MP3.mp3,jin,3,jin3
cao3_FV1_MP3.mp3,cao,3,cao3
cha3_MV1_MP3.mp3,cha,3,cha3
piao3_MV2_MP3.mp3,piao,3,piao3
can3_MV2_MP3.mp3,can,3,can3
shuo1_MV3_MP3.mp3,shuo,1,shuo1
luan3_MV3_MP3.mp3,luan,3,luan3
cu4_MV1_MP3.mp3,cu,4,cu4
tiao1_MV2_MP3.mp3,tiao,1,tiao1
sai1_FV3_MP3.mp3,sai,1,sai1
deng2_FV2_MP3.mp3,deng,2,deng2
suan4_MV2_MP3.mp3,suan,4,suan4
sao2_FV3_MP3.mp3,sao,2,sao2
yo4_FV2_MP3.mp3,yo,4,yo4
ni4_MV2_MP3.mp3,ni,4,ni4
nun1_MV1_MP3.mp3,nun,1,nun1
cao4_FV3_MP3.mp3,cao,4,cao4
cuo4_MV1_MP3.mp3,cuo,4,cuo4
za3_MV1_MP3.mp3,za,3,za3
shua3_MV1_MP3.mp3,shua,3,shua3
fu4_MV1_MP3.mp3,fu,4,fu4
feng4_FV1_MP3.mp3,feng,4,feng4
cha3_FV3_MP3.mp3,cha,3,cha3
guan3_FV2_MP3.mp3,guan,3,guan3
tuo2_FV1_MP3.mp3,tuo,2,tuo2
qiang4_MV3_MP3.mp3,qiang,4,qiang4
le2_FV2_MP3.mp3,le,2,le2
sang2_MV2_MP3.mp3,sang,2,sang2
duo2_FV3_MP3.mp3,duo,2,duo2
jia3_FV3_MP3.mp3,jia,3,jia3
ni1_FV1_MP3.mp3,ni,1,ni1
gua3_MV2_MP3.mp3,gua,3,gua3
ze4_FV2_MP3.mp3,ze,4,ze4
hong1_FV2_MP3.mp3,hong,1,hong1
nve4_FV1_MP3.mp3,nve,4,nve4
shui4_MV2_MP3.mp3,shui,4,shui4
chai2_FV1_MP3.mp3,chai,2,chai2
xiu3_MV3_MP3.mp3,xiu,3,xiu3
dai3_MV2_MP3.mp3,dai,3,dai3
cuan2_MV1_MP3.mp3,cuan,2,cuan2
jing2_MV1_MP3.mp3,jing,2,jing2
chuo2_FV2_MP3.mp3,chuo,2,chuo2
gao2_MV3_MP3.mp3,gao,2,gao2
yan1_MV2_MP3.mp3,yan,1,yan1
ceng4_MV3_MP3.mp3,ceng,4,ceng4
zuo2_MV2_MP3.mp3,zuo,2,zuo2
lai3_MV3_MP3.mp3,lai,3,lai3
she1_MV1_MP3.mp3,she,1,she1
xiao1_FV2_MP3.mp3,xiao,1,xiao1
zuan2_MV2_MP3.mp3,zuan,2,zuan2
re2_FV2_MP3.mp3,re,2,re2
ao3_FV2_MP3.mp3,ao,3,ao3
den2_FV3_MP3.mp3,den,2,den2
fo3_FV3_MP3.mp3,fo,3,fo3
run3_FV1_MP3.mp3,run,3,run3
hui2_FV3_MP3.mp3,hui,2,hui2
quan3_FV3_MP3.mp3,quan,3,quan3
ning4_MV1_MP3.mp3,ning,4,ning4
pu1_MV3_MP3.mp3,pu,1,pu1
zhua4_FV3_MP3.mp3,zhua,4,zhua4
bao2_MV1_MP3.mp3,bao,2,bao2
fou3_MV2_MP3.mp3,fou,3,fou3
cun2_FV3_MP3.mp3,cun,2,cun2
te4_MV3_MP3.mp3,te,4,te4
jiang2_FV1_MP3.mp3,jiang,2,jiang2
sang2_FV2_MP3.mp3,sang,2,sang2
mi1_MV2_MP3.mp3,mi,1,mi1
tuo1_MV2_MP3.mp3,tuo,1,tuo1
ci2_MV3_MP3.mp3,ci,2,ci2
du1_FV1_MP3.mp3,du,1,du1
dei4_MV2_MP3.mp3,dei,4,dei4
di1_FV2_MP3.mp3,di,1,di1
gei2_MV2_MP3.mp3,gei,2,gei2
kua3_FV1_MP3.mp3,kua,3,kua3
qing1_FV1_MP3.mp3,qing,1,qing1
ji1_MV3_MP3.mp3,ji,1,ji1
shao4_MV3_MP3.mp3,shao,4,shao4
bang1_MV3_MP3.mp3,bang,1,bang1
rua4_MV1_MP3.mp3,rua,4,rua4
an4_MV3_MP3.mp3,an,4,an4
neng2_MV2_MP3.mp3,neng,2,neng2
pin2_FV1_MP3.mp3,pin,2,pin2
su4_FV2_MP3.mp3,su,4,su4
tong2_FV3_MP3.mp3,tong,2,tong2
xun2_FV2_MP3.mp3,xun,2,xun2
ning2_FV3_MP3.mp3,ning,2,ning2
pie3_FV2_MP3.mp3,pie,3,pie3
han3_FV2_MP3.mp3,han,3,han3
mao2_FV3_MP3.mp3,mao,2,mao2
dan4_FV2_MP3.mp3,dan,4,dan4
dai1_FV2_MP3.mp3,dai,1,dai1
nian1_FV1_MP3.mp3,nian,1,nian1
gui3_FV1_MP3.mp3,gui,3,gui3
mou1_MV2_MP3.mp3,mou,1,mou1
ting4_FV2_MP3.mp3,ting,4,ting4
sha1_FV2_MP3.mp3,sha,1,sha1
suo3_MV2_MP3.mp3,suo,3,suo3
nv4_MV3_MP3.mp3,nv,4,nv4
hong2_MV3_MP3.mp3,hong,2,hong2
chong4_MV1_MP3.mp3,chong,4,chong4
ni1_MV2_MP3.mp3,ni,1,ni1
diu1_FV3_MP3.mp3,diu,1,diu1
zheng4_FV3_MP3.mp3,zheng,4,zheng4
hai1_MV3_MP3.mp3,hai,1,hai1
shan3_MV1_MP3.mp3,shan,3,shan3
zhen1_FV1_MP3.mp3,zhen,1,zhen1
mian4_FV2_MP3.mp3,mian,4,mian4
wo2_MV1_MP3.mp3,wo,2,wo2
qiao4_MV3_MP3.mp3,qiao,4,qiao4
ang3_FV2_MP3.mp3,ang,3,ang3
zhua2_MV3_MP3.mp3,zhua,2,zhua2
juan4_MV1_MP3.mp3,juan,4,juan4
you3_FV3_MP3.mp3,you,3,you3
leng1_FV3_MP3.mp3,leng,1,leng1
teng2_FV3_MP3.mp3,teng,2,teng2
min4_FV1_MP3.mp3,min,4,min4
ken4_MV1_MP3.mp3,ken,4,ken4
zhi3_FV1_MP3.mp3,zhi,3,zhi3
shei2_MV2_MP3.mp3,shei,2,shei2
nian1_FV2_MP3.mp3,nian,1,nian1
re1_FV2_MP3.mp3,re,1,re1
gui2_FV2_MP3.mp3,gui,2,gui2
jiong2_FV2_MP3.mp3,jiong,2,jiong2
ai3_FV1_MP3.mp3,ai,3,ai3
ca1_MV1_MP3.mp3,ca,1,ca1
qie2_MV3_MP3.mp3,qie,2,qie2
cuan1_FV1_MP3.mp3,cuan,1,cuan1
chang1_FV2_MP3.mp3,chang,1,chang1
lie2_MV1_MP3.mp3,lie,2,lie2
ban3_FV3_MP3.mp3,ban,3,ban3
nie3_FV3_MP3.mp3,nie,3,nie3
jia1_FV3_MP3.mp3,jia,1,jia1
zheng3_MV3_MP3.mp3,zheng,3,zheng3
gou3_MV2_MP3.mp3,gou,3,gou3
qiong4_MV3_MP3.mp3,qiong,4,qiong4
geng3_FV3_MP3.mp3,geng,3,geng3
teng3_MV2_MP3.mp3,teng,3,teng3
mao3_FV2_MP3.mp3,mao,3,mao3
ke3_FV3_MP3.mp3,ke,3,ke3
she1_FV1_MP3.mp3,she,1,she1
luan2_FV3_MP3.mp3,luan,2,luan2
kuan1_MV2_MP3.mp3,kuan,1,kuan1
ao1_MV1_MP3.mp3,ao,1,ao1
zuan4_MV2_MP3.mp3,zuan,4,zuan4
ma1_MV2_MP3.mp3,ma,1,ma1
rao2_FV3_MP3.mp3,rao,2,rao2
xue3_MV1_MP3.mp3,xue,3,xue3
gu1_MV1_MP3.mp3,gu,1,gu1
kuan2_MV3_MP3.mp3,kuan,2,kuan2
nong2_MV1_MP3.mp3,nong,2,nong2
chan4_MV3_MP3.mp3,chan,4,chan4
jiao2_FV3_MP3.mp3,jiao,2,jiao2
wai2_FV2_MP3.mp3,wai,2,wai2
jian3_FV1_MP3.mp3,jian,3,jian3
eng4_FV1_MP3.mp3,eng,4,eng4
wen3_MV3_MP3.mp3,wen,3,wen3
nei1_MV3_MP3.mp3,nei,1,nei1
qian4_FV3_MP3.mp3,qian,4,qian4
yang4_FV2_MP3.mp3,yang,4,yang4
zhai3_FV2_MP3.mp3,zhai,3,zhai3
rao4_FV1_MP3.mp3,rao,4,rao4
nao2_MV1_MP3.mp3,nao,2,nao2
chuang2_FV3_MP3.mp3,chuang,2,chuang2
dang2_FV3_MP3.mp3,dang,2,dang2
zha1_MV1_MP3.mp3,zha,1,zha1
gun2_FV3_MP3.mp3,gun,2,gun2
fo4_FV2_MP3.mp3,fo,4,fo4
den2_FV1_MP3.mp3,den,2,den2
quan4_FV3_MP3.mp3,quan,4,quan4
nin1_FV3_MP3.mp3,nin,1,nin1
se2_MV3_MP3.mp3,se,2,se2
zhuo1_FV3_MP3.mp3,zhuo,1,zhuo1
song1_FV1_MP3.mp3,song,1,song1
xiu4_MV1_MP3.mp3,xiu,4,xiu4
gao2_MV2_MP3.mp3,gao,2,gao2
lie1_FV3_MP3.mp3,lie,1,lie1
ci1_MV2_MP3.mp3,ci,1,ci1
zao2_FV2_MP3.mp3,zao,2,zao2
le3_FV1_MP3.mp3,le,3,le3
wang3_MV2_MP3.mp3,wang,3,wang3
chong4_FV2_MP3.mp3,chong,4,chong4
chuan2_FV1_MP3.mp3,chuan,2,chuan2
yue3_FV1_MP3.mp3,yue,3,yue3
gu4_FV1_MP3.mp3,gu,4,gu4
shuan2_MV3_MP3.mp3,shuan,2,shuan2
chai3_FV2_MP3.mp3,chai,3,chai3
min2_MV1_MP3.mp3,min,2,min2
shi2_FV1_MP3.mp3,shi,2,shi2
huai3_FV3_MP3.mp3,huai,3,huai3
lie4_FV2_MP3.mp3,lie,4,lie4
hen1_FV1_MP3.mp3,hen,1,hen1
tu3_MV3_MP3.mp3,tu,3,tu3
ling2_MV1_MP3.mp3,ling,2,ling2
geng1_MV3_MP3.mp3,geng,1,geng1
dian4_FV1_MP3.mp3,dian,4,dian4
le2_FV1_MP3.mp3,le,2,le2
chao4_FV3_MP3.mp3,chao,4,chao4
ken4_FV3_MP3.mp3,ken,4,ken4
en4_FV2_MP3.mp3,en,4,en4
lu2_FV2_MP3.mp3,lu,2,lu2
yang3_MV2_MP3.mp3,yang,3,yang3
yong1_MV2_MP3.mp3,yong,1,yong1
ai1_FV3_MP3.mp3,ai,1,ai1
tan3_FV3_MP3.mp3,tan,3,tan3
gun3_FV1_MP3.mp3,gun,3,gun3
suo2_FV1_MP3.mp3,suo,2,suo2
zhuan4_FV2_MP3.mp3,zhuan,4,zhuan4
xia3_MV3_MP3.mp3,xia,3,xia3
xu3_MV1_MP3.mp3,xu,3,xu3
luo3_FV3_MP3.mp3,luo,3,luo3
chai4_FV2_MP3.mp3,chai,4,chai4
ao4_FV2_MP3.mp3,ao,4,ao4
diu3_MV3_MP3.mp3,diu,3,diu3
ju4_FV2_MP3.mp3,ju,4,ju4
zuo4_FV3_MP3.mp3,zuo,4,zuo4
song2_MV2_MP3.mp3,song,2,song2
zhan2_FV2_MP3.mp3,zhan,2,zhan2
si2_FV3_MP3.mp3,si,2,si2
na4_MV3_MP3.mp3,na,4,na4
ne4_MV1_MP3.mp3,ne,4,ne4
fo1_FV3_MP3.mp3,fo,1,fo1
dian2_MV2_MP3.mp3,dian,2,dian2
ran2_MV3_MP3.mp3,ran,2,ran2
yang1_FV1_MP3.mp3,yang,1,yang1
huan1_MV2_MP3.mp3,huan,1,huan1
xiang1_FV2_MP3.mp3,xiang,1,xiang1
niang2_FV3_MP3.mp3,niang,2,niang2
ying2_FV1_MP3.mp3,ying,2,ying2
fei3_FV1_MP3.mp3,fei,3,fei3
qi3_MV2_MP3.mp3,qi,3,qi3
me4_FV2_MP3.mp3,me,4,me4
zhao3_FV2_MP3.mp3,zhao,3,zhao3
dao2_FV1_MP3.mp3,dao,2,dao2
nve4_MV1_MP3.mp3,nve,4,nve4
duo2_MV1_MP3.mp3,duo,2,duo2
reng1_MV1_MP3.mp3,reng,1,reng1
neng3_FV2_MP3.mp3,neng,3,neng3
fan1_FV3_MP3.mp3,fan,1,fan1
duo3_MV3_MP3.mp3,duo,3,duo3
kuo3_MV3_MP3.mp3,kuo,3,kuo3
duan3_MV1_MP3.mp3,duan,3,duan3
deng2_MV1_MP3.mp3,deng,2,deng2
wei2_FV1_MP3.mp3,wei,2,wei2
zheng2_MV2_MP3.mp3,zheng,2,zheng2
pang4_MV2_MP3.mp3,pang,4,pang4
cen1_FV2_MP3.mp3,cen,1,cen1
cuan2_FV1_MP3.mp3,cuan,2,cuan2
seng1_MV3_MP3.mp3,seng,1,seng1
xu4_FV2_MP3.mp3,xu,4,xu4
wu3_MV3_MP3.mp3,wu,3,wu3
zei3_MV2_MP3.mp3,zei,3,zei3
zao3_FV1_MP3.mp3,zao,3,zao3
mao3_FV1_MP3.mp3,mao,3,mao3
rong2_MV1_MP3.mp3,rong,2,rong2
xue3_FV1_MP3.mp3,xue,3,xue3
ting1_MV2_MP3.mp3,ting,1,ting1
juan3_MV3_MP3.mp3,juan,3,juan3
tie2_MV2_MP3.mp3,tie,2,tie2
chui2_FV3_MP3.mp3,chui,2,chui2
e4_FV2_MP3.mp3,e,4,e4
xiang3_MV2_MP3.mp3,xiang,3,xiang3
gei4_MV2_MP3.mp3,gei,4,gei4
keng2_FV3_MP3.mp3,keng,2,keng2
jun4_FV3_MP3.mp3,jun,4,jun4
fo2_MV2_MP3.mp3,fo,2,fo2
shei4_MV1_MP3.mp3,shei,4,shei4
dao2_MV1_MP3.mp3,dao,2,dao2
mao4_MV3_MP3.mp3,mao,4,mao4
sao3_MV2_MP3.mp3,sao,3,sao3
xia2_MV3_MP3.mp3,xia,2,xia2
le1_MV1_MP3.mp3,le,1,le1
fang2_FV3_MP3.mp3,fang,2,fang2
wa3_FV2_MP3.mp3,wa,3,wa3
lu2_MV3_MP3.mp3,lu,2,lu2
kua2_MV1_MP3.mp3,kua,2,kua2
qia2_MV3_MP3.mp3,qia,2,qia2
han4_FV1_MP3.mp3,han,4,han4
pai1_FV2_MP3.mp3,pai,1,pai1
man3_FV3_MP3.mp3,man,3,man3
se3_MV3_MP3.mp3,se,3,se3
yi3_MV3_MP3.mp3,yi,3,yi3
kua2_MV2_MP3.mp3,kua,2,kua2
qiang3_MV1_MP3.mp3,qiang,3,qiang3
chao1_FV2_MP3.mp3,chao,1,chao1
me3_FV2_MP3.mp3,me,3,me3
ga4_FV1_MP3.mp3,ga,4,ga4
pu3_MV2_MP3.mp3,pu,3,pu3
ce3_MV1_MP3.mp3,ce,3,ce3
zhai2_FV3_MP3.mp3,zhai,2,zhai2
dian3_MV3_MP3.mp3,dian,3,dian3
pou3_MV1_MP3.mp3,pou,3,pou3
liu4_MV2_MP3.mp3,liu,4,liu4
guang4_MV3_MP3.mp3,guang,4,guang4
ha4_MV3_MP3.mp3,ha,4,ha4
deng1_FV2_MP3.mp3,deng,1,deng1
wo4_FV1_MP3.mp3,wo,4,wo4
cen4_FV3_MP3.mp3,cen,4,cen4
ka1_MV1_MP3.mp3,ka,1,ka1
a3_FV3_MP3.mp3,a,3,a3
lao3_FV3_MP3.mp3,lao,3,lao3
mi1_FV3_MP3.mp3,mi,1,mi1
nu4_FV1_MP3.mp3,nu,4,nu4
tu4_MV2_MP3.mp3,tu,4,tu4
gou3_FV2_MP3.mp3,gou,3,gou3
sa3_MV3_MP3.mp3,sa,3,sa3
xing1_MV2_MP3.mp3,xing,1,xing1
he3_MV3_MP3.mp3,he,3,he3
hao2_MV2_MP3.mp3,hao,2,hao2
qiong3_MV3_MP3.mp3,qiong,3,qiong3
heng3_FV3_MP3.mp3,heng,3,heng3
ta4_FV3_MP3.mp3,ta,4,ta4
dian1_MV2_MP3.mp3,dian,1,dian1
pen4_MV2_MP3.mp3,pen,4,pen4
ru1_FV2_MP3.mp3,ru,1,ru1
niao3_MV3_MP3.mp3,niao,3,niao3
da1_FV3_MP3.mp3,da,1,da1
wo1_FV2_MP3.mp3,wo,1,wo1
rang4_MV2_MP3.mp3,rang,4,rang4
gao4_FV1_MP3.mp3,gao,4,gao4
jian4_FV3_MP3.mp3,jian,4,jian4
bing2_MV2_MP3.mp3,bing,2,bing2
deng4_FV1_MP3.mp3,deng,4,deng4
pie4_FV3_MP3.mp3,pie,4,pie4
cao3_FV3_MP3.mp3,cao,3,cao3
shun2_FV2_MP3.mp3,shun,2,shun2
hun3_FV2_MP3.mp3,hun,3,hun3
ran3_FV3_MP3.mp3,ran,3,ran3
mai2_FV2_MP3.mp3,mai,2,mai2
bin4_MV3_MP3.mp3,bin,4,bin4
shuai3_FV2_MP3.mp3,shuai,3,shuai3
gan4_MV2_MP3.mp3,gan,4,gan4
bie4_FV3_MP3.mp3,bie,4,bie4
mang3_FV2_MP3.mp3,mang,3,mang3
dang3_FV3_MP3.mp3,dang,3,dang3
fen2_FV3_MP3.mp3,fen,2,fen2
yo4_FV1_MP3.mp3,yo,4,yo4
hao3_FV3_MP3.mp3,hao,3,hao3
